סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3824 ,עמיחי ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,394 ,74 ,170 ,122 ,27 ,1 ,0
3825 ,מבואות יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,384 ,86 ,167 ,117 ,12 ,0 ,2
3826 ,שער שומרון ,73 ,טול כרם ,349 ,ראש העין ,0 , ,9082 ,732 ,2527 ,3193 ,1115 ,669 ,846
3861 ,עשהאל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,64 ,25 ,15 ,24 ,0 ,0 ,0
3862 ,גבעות הרואה ,74 ,ראמאללה ,48 ,אריאל ,73 ,מטה בנימין ,81 ,25 ,24 ,31 ,1 ,0 ,0
3864 ,בית חגלה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,445 ,158 ,128 ,154 ,3 ,0 ,2
3868 ,שחרית ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,16 ,5 ,0 ,11 ,0 ,0 ,0
3869 ,אביגיל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,35 ,7 ,13 ,13 ,0 ,0 ,2
4000 ,חיפה ,31 ,חיפה ,31 ,חיפה ,0 , ,341799 ,20284 ,51896 ,111099 ,42736 ,33626 ,82158
4001 ,בוקעאתא ,29 ,גולן ,21 ,צפת ,0 , ,7109 ,499 ,1468 ,2954 ,1023 ,529 ,636
4002 ,אלי-עד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,575 ,58 ,156 ,197 ,62 ,24 ,78
4003 ,אל-רום ,29 ,גולן ,21 ,צפת ,71 ,גולן ,604 ,52 ,127 ,203 ,80 ,47 ,95
4004 ,כפר חרוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,633 ,44 ,124 ,236 ,62 ,73 ,94
4005 ,חספין ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1724 ,201 ,594 ,588 ,133 ,95 ,113
4006 ,קשת ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,947 ,131 ,347 ,303 ,63 ,26 ,77
4007 ,יונתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,927 ,131 ,306 ,319 ,80 ,40 ,51
4008 ,מעלה גמלא ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,709 ,80 ,200 ,219 ,81 ,41 ,88
4009 ,שעל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,447 ,51 ,125 ,147 ,40 ,21 ,63
4010 ,אודם ,29 ,גולן ,21 ,צפת ,71 ,גולן ,267 ,42 ,71 ,98 ,13 ,7 ,36
4011 ,אבני איתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1049 ,150 ,372 ,377 ,60 ,31 ,59
4012 ,אניעם ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,582 ,33 ,94 ,229 ,82 ,68 ,76
4013 ,אורטל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,400 ,19 ,109 ,146 ,51 ,47 ,28
4014 ,נטור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,703 ,63 ,256 ,255 ,89 ,27 ,13
4015 ,בני יהודה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1351 ,72 ,302 ,424 ,184 ,145 ,224
4017 ,אלוני הבשן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,551 ,65 ,209 ,192 ,37 ,30 ,18
4019 ,מיצר ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,325 ,52 ,105 ,122 ,25 ,17 ,4
4021 ,גבעת יואב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,801 ,61 ,197 ,236 ,140 ,40 ,127
4022 ,גשור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,401 ,34 ,96 ,142 ,47 ,46 ,36
4024 ,קלע ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,468 ,37 ,129 ,144 ,79 ,37 ,42
4025 ,קדמת צבי ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,787 ,94 ,203 ,293 ,70 ,47 ,80
4026 ,חד-נס ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,940 ,52 ,184 ,328 ,128 ,132 ,116
4028 ,כנף ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,542 ,43 ,109 ,225 ,73 ,75 ,17
4029 ,רמת טראמפ ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,120 ,42 ,28 ,50 ,0 ,0 ,0
4035 ,נמרוד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,24 ,2 ,1 ,9 ,3 ,7 ,2
4100 ,קצרין ,29 ,גולן ,22 ,טבריה ,0 , ,9422 ,662 ,1884 ,3064 ,1165 ,890 ,1757
4101 ,מרום גולן ,29 ,גולן ,21 ,צפת ,71 ,גולן ,846 ,50 ,166 ,289 ,120 ,100 ,121
4201 ,מג'דל שמס ,29 ,גולן ,21 ,צפת ,0 , ,11925 ,687 ,2354 ,4761 ,1935 ,1065 ,1123
4203 ,מסעדה ,29 ,גולן ,21 ,צפת ,0 , ,4331 ,295 ,992 ,1681 ,664 ,319 ,380
4204 ,מבוא חמה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,668 ,57 ,158 ,207 ,81 ,41 ,124
4301 ,אפיק ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,450 ,36 ,109 ,141 ,51 ,36 ,77
4303 ,נווה אטי"ב ,29 ,גולן ,21 ,צפת ,71 ,גולן ,237 ,14 ,52 ,80 ,31 ,10 ,50
4304 ,נוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1160 ,129 ,401 ,386 ,111 ,26 ,107
4501 ,ע'ג'ר ,29 ,גולן ,21 ,צפת ,0 , ,2961 ,288 ,715 ,1324 ,334 ,153 ,147
4502 ,עין קנייא ,29 ,גולן ,21 ,צפת ,0 , ,2581 ,208 ,559 ,1039 ,364 ,205 ,206
4503 ,עין זיוון ,29 ,גולן ,21 ,צפת ,71 ,גולן ,561 ,37 ,164 ,192 ,79 ,33 ,56
4551 ,נאות גולן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,795 ,55 ,218 ,261 ,119 ,51 ,91
4701 ,רמת מגשימים ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,883 ,96 ,278 ,285 ,82 ,53 ,89
4702 ,רמות ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,708 ,46 ,184 ,193 ,122 ,37 ,126
5000 ,תל אביב - יפו ,51 ,תל אביב ,51 ,ת"א - מרכז ,0 , ,593194 ,37931 ,77054 ,231179 ,74736 ,51999 ,120295
6000 ,באקה אל-גרביה ,32 ,חדרה ,32 ,חדרה ,0 , ,32606 ,3090 ,7525 ,13756 ,3632 ,2352 ,2251
6100 ,בני ברק ,52 ,רמת גן ,54 ,בני ברק ,0 , ,237471 ,42632 ,73240 ,78041 ,13994 ,10018 ,19546
6200 ,בת ים ,53 ,חולון ,53 ,חולון ,0 , ,160479 ,7705 ,21036 ,48308 ,21624 ,17575 ,44231
6300 ,גבעתיים ,52 ,רמת גן ,52 ,רמת גן ,0 , ,65790 ,4887 ,10031 ,24073 ,8555 ,5439 ,12805
6400 ,הרצליה ,51 ,תל אביב ,57 ,הרצליה ,0 , ,125515 ,8807 ,20992 ,40429 ,16397 ,11089 ,27801
6500 ,חדרה ,32 ,חדרה ,32 ,חדרה ,0 , ,114278 ,8907 ,21683 ,38234 ,13587 ,10516 ,21351
6600 ,חולון ,53 ,חולון ,53 ,חולון ,0 , ,212224 ,13117 ,36587 ,65622 ,28326 ,20457 ,48115
6700 ,טבריה ,22 ,כנרת ,22 ,טבריה ,0 , ,56085 ,6570 ,11493 ,19063 ,5544 ,4572 ,8843
6800 ,קרית אתא ,31 ,חיפה ,27 ,קריות ,0 , ,67403 ,5234 ,12188 ,22387 ,7753 ,6284 ,13557
6900 ,כפר סבא ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,111818 ,6716 ,21199 ,33071 ,15989 ,9535 ,25308
7000 ,לוד ,43 ,רמלה ,43 ,רמלה ,0 , ,97391 ,12427 ,22283 ,33828 ,9190 ,6741 ,12922
7100 ,אשקלון ,61 ,אשקלון ,61 ,אשקלון ,0 , ,181835 ,14980 ,34504 ,62519 ,20481 ,16068 ,33283
7200 ,נס ציונה ,44 ,רחובות ,44 ,רחובות ,0 , ,49418 ,2769 ,11239 ,15070 ,8050 ,4202 ,8088
7300 ,נצרת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,82194 ,6267 ,16044 ,32852 ,9805 ,7723 ,9503
7400 ,נתניה ,41 ,השרון ,41 ,נתניה ,0 , ,284684 ,20201 ,51272 ,89937 ,34935 ,26179 ,62160
7500 ,סח'נין ,24 ,עכו ,24 ,עכו ,0 , ,35703 ,3122 ,8264 ,14959 ,4242 ,2747 ,2369
7600 ,עכו ,24 ,עכו ,24 ,עכו ,0 , ,60461 ,4208 ,10953 ,21587 ,7010 ,5758 ,10945
7700 ,עפולה ,23 ,עפולה ,23 ,עפולה ,0 , ,70534 ,7709 ,13946 ,24184 ,7126 ,5655 ,11914
7800 ,פרדס חנה-כרכור ,32 ,חדרה ,32 ,חדרה ,0 , ,49932 ,3815 ,11484 ,16151 ,6996 ,4247 ,7239
7900 ,פתח תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,282771 ,21009 ,56751 ,90816 ,37477 ,24046 ,52672
8000 ,צפת ,21 ,צפת ,21 ,צפת ,0 , ,41653 ,5636 ,11060 ,14098 ,3155 ,2682 ,5022
8200 ,קרית מוצקין ,31 ,חיפה ,27 ,קריות ,0 , ,56345 ,3723 ,9460 ,18070 ,7031 ,4888 ,13173
8300 ,ראשון לציון ,44 ,רחובות ,46 ,ראשון לציון ,0 , ,286809 ,18915 ,46657 ,96725 ,37461 ,27560 ,59491
8400 ,רחובות ,44 ,רחובות ,44 ,רחובות ,0 , ,166070 ,14003 ,35707 ,53779 ,20699 ,12513 ,29369
8500 ,רמלה ,43 ,רמלה ,43 ,רמלה ,0 , ,88745 ,8557 ,18652 ,31713 ,9639 ,7216 ,12968
8600 ,רמת גן ,52 ,רמת גן ,52 ,רמת גן ,0 , ,188178 ,13152 ,26571 ,69226 ,23271 ,17254 ,38704
8700 ,רעננה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,99113 ,6742 ,18260 ,30746 ,13095 ,9344 ,20926
8800 ,שפרעם ,24 ,עכו ,25 ,נוף הגליל ,0 , ,44465 ,3440 ,8808 ,18541 ,5450 ,4163 ,4063
8900 ,טמרה ,24 ,עכו ,24 ,עכו ,0 , ,37469 ,3387 ,8273 ,15731 ,4403 ,2976 ,2699
9000 ,באר שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,231417 ,17684 ,41190 ,80353 ,25908 ,21227 ,45055
9100 ,נהריה ,24 ,עכו ,24 ,עכו ,0 , ,77897 ,4771 ,13160 ,25199 ,10481 ,7947 ,16339
9200 ,בית שאן ,23 ,עפולה ,23 ,עפולה ,0 , ,21680 ,2098 ,4393 ,7909 ,2266 ,1949 ,3065
9300 ,זכרון יעקב ,32 ,חדרה ,32 ,חדרה ,0 , ,26859 ,1792 ,5881 ,8431 ,3658 ,2866 ,4231
9400 ,יהוד-מונוסון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,33696 ,2349 ,6509 ,10656 ,4550 ,3169 ,6463
9500 ,קרית ביאליק ,31 ,חיפה ,27 ,קריות ,0 , ,51318 ,3714 ,8732 ,16858 ,6280 ,4426 ,11308
9600 ,קרית ים ,31 ,חיפה ,27 ,קריות ,0 , ,49506 ,2563 ,7008 ,14977 ,6330 ,5189 ,13439
9700 ,הוד השרון ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,70856 ,4927 ,14902 ,22053 ,10413 ,6529 ,12032
9800 ,בנימינה-גבעת עדה ,32 ,חדרה ,32 ,חדרה ,0 , ,16976 ,1084 ,4211 ,5480 ,2691 ,1592 ,1918
